,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Cbfb,120.7296705,157.5272564,168.1899034,186.6302383,205.4939054,261.6941497,984.8510659,796.0060313,799.0479195,744.0604605,739.0031939,605.5260494,367.2265743,406.6804675,404.1244542,287.488993,208.6138949,209.3201596,349.7384882,261.6915546,250.8166124,114.9131477,101.4298911,100.7029767,363.6704988,227.9980103,215.9085233,472.1774697,461.221237,468.5954896,454.4959715,555.1366232,659.2111027,0,168.1170119,76.99384621,219.8381041,290.4571783,359.6790117,1732.068242,1597.465459,1701.235133,847.6905673,668.393674,382.74866,1788.986328,1574.654649,1806.024051,4585.920471,4124.017383,4054.104604,2230.793537,2205.644354,2255.522904,1713.208478,608.6590842,644.8024031,2365.172356,2864.018552,3115.727548,3507.272985,6543.793175,5888.276666,1622.022701,1898.910088,1770.691264
Cc2d1a,220.7715056,296.7284284,401.1657894,194.065559,162.0654452,243.1448621,678.3683776,586.637902,538.704325,554.8956154,636.8146887,513.3063929,257.1951134,274.393787,293.1476137,176.3597033,136.2677785,153.8683758,276.0490323,243.7034409,244.2153326,73.92051865,71.20238666,69.47295835,339.8528641,337.1171596,326.2868505,474.1564018,448.6931222,423.1046678,523.30229,462.7833889,477.2410453,161.7305454,187.7615228,158.8874174,384.1591484,454.8253431,422.8756356,171.4480099,163.7496198,162.0527609,150.1360031,85.86806185,75.01234653,251.3153395,200.9259367,202.8756818,609.7559063,448.1725198,468.8006464,376.8374952,401.0375617,401.9959385,248.7767623,278.7602125,249.3105261,251.056081,314.5131232,330.0819367,785.4467668,1291.392141,1025.275463,301.7433235,324.5200813,324.2303519
Cdc5l,817.9291885,1069.964641,1757.58681,1302.980678,1287.639047,1313.878975,2485.154571,2272.970698,2163.792125,2677.81793,2834.493361,2627.73667,1352.400936,1186.782012,1328.32411,1489.151424,1086.029435,1310.67173,1297.68167,1177.788157,1118.139392,1150.399836,1048.231065,1023.188226,1480.350737,1019.397101,1305.637061,2069.465797,2099.192342,1910.224423,1505.183437,1428.177522,1701.866436,1021.890104,1030.201405,1051.499884,1766.168204,1353.016572,1336.061516,1423.532389,1585.459917,1449.633235,1477.578082,1289.966004,813.4880818,1305.395845,1018.323933,1197.291495,2619.366488,2293.984511,2127.553902,1699.201146,1711.608561,1598.295509,882.1024309,1020.208677,782.8592524,1784.748979,2024.078895,1915.009769,2118.602661,3275.509962,2869.562713,1342.639858,1739.112252,1536.482472
Cdip1,394.2707669,400.1651385,186.1548486,105.9060142,284.4575652,201.1254857,322.8689644,0,178.9694626,0,0,0,0,103.5231448,0,0,92.38279806,0,0,47.21666923,35.81985582,0,0,0,76.84242991,0,0,0,109.4092272,106.5515827,0,68.99804529,173.0918779,0,75.807452,0,156.9728076,0,151.4602538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.11214565,0,0,0,0
Cebpa,130.4695562,237.7226651,0,1200.264179,1179.673504,1295.440676,388.295117,357.2259561,259.9308559,194.7506441,247.8905634,523.3317026,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8862572,156.7566886,153.1188752,104.6928766,85.55497856,0,153.7630918,140.3890301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0014227,165.0361468,229.547601,365.4049002,270.3838544,316.1410792,89.92209645,74.24425545,48.71678253,539.9918888,1073.071091,572.4299859,1100.507343,1604.502445,1095.858586,436.6806677,464.2887772,523.8179169
Cebpb,383.7558159,171.0660097,253.0668762,294.1534244,329.0336358,312.7721784,697.0212198,568.9457429,525.7685444,285.7439167,424.2530192,368.0947221,0,0,0,0,0,0,0,0,0,87.50714242,111.3813516,124.2375237,372.3591775,285.5685501,379.0148047,841.2838406,910.1305628,880.8927407,444.7319868,413.142933,449.1062523,360.8630832,139.2488047,121.3109055,668.2071713,643.9172706,606.3309658,0,0,0,0,0,0,0,0,77.15297406,81.27941608,0,0,133.2336602,118.755831,163.5564596,811.5535102,370.4198375,306.2941772,1527.472838,2329.715055,780.0351165,3018.179023,3687.636517,2515.832624,422.247922,395.1459008,347.1360043
Cebpd,490.8065788,0,0,181.416069,171.7617045,189.9183751,0,0,0,0,0,0,0,0,0,538.8683264,0,0,107.005702,174.590094,219.3579976,50.31156051,37.22925855,70.81868473,277.6530819,408.8801357,317.5675099,864.5882139,1069.526175,811.6724561,444.9619836,537.9151358,593.8722514,1073.957045,0,67.30236018,0,109.6070124,128.0464037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4053288,196.3827561,97.29185773,222.1360659,324.571442,197.8505927,0,0,314.2164503,0,0,0
Cebpe,300.1067945,418.7581727,0,200.197853,0,0,470.1450673,0,451.8987248,0,0,0,0,0,0,0,0,0,381.4732937,390.4080249,264.5373195,0,168.237503,0,0,0,0,0,0,0,193.4227206,0,0,0,0,635.0884037,0,0,0,0,0,0,0,0,0,0,0,0,0,287.6484827,0,0,0,0,418.2828225,471.2063955,196.7408331,65.72812176,94.63502627,42.53076212,686.3681181,0,0,0,0,0
Cebpg,0,252.2590564,0,0,0,0,1207.058968,0,0,0,0,0,730.481454,1112.790583,0,0,232.0300151,1090.880352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.1607771,0,0,0,0,0,0,0,0,0,0,366.1947483,0,0,0,0,0,391.7084621,315.8351044,0,98.77303752,0,0,0,0,0,0
Cebpz,85.60303971,75.00061419,163.2483836,76.39257794,79.56793261,62.49374529,106.8627093,83.79531418,114.3763482,261.5297951,263.9952458,229.4331474,0,0,0,86.89462626,70.9145189,74.19288439,100.672529,36.54827873,35.58258385,53.60681023,47.03303456,58.38267182,60.04101339,56.2902979,58.11433775,81.21481575,110.7845612,80.40166771,70.26578884,57.96471956,82.81929435,0,82.11136234,0,77.36992806,65.99295064,70.72178534,168.7018073,152.1339088,117.9110607,108.9830027,76.48337838,64.81935565,61.71166227,48.68599744,60.60794889,192.6449525,133.3706218,147.6652458,102.6103429,128.1398088,122.9616705,0,0,0,127.2017002,140.7066312,148.4578897,120.3516569,189.6501061,169.551399,77.03409784,96.4159086,83.02351268
Cenpa,264.1637792,123.6700421,142.4264258,257.3781141,324.5599164,423.6429793,255.7145214,346.9363983,398.9791543,153.1531755,183.2312212,161.6611852,410.7100637,486.5271866,527.1186583,331.3754658,396.2743023,379.617406,375.6088599,244.232593,229.9275486,385.3838721,388.5093948,288.6415923,285.6383804,194.3320373,145.3673877,676.3930923,634.6316727,525.0293526,342.6543564,129.1586656,506.6713713,236.0702365,275.139947,217.2075876,457.0158547,319.4834951,286.8655775,342.6312321,506.710608,499.3235927,354.8961526,359.3641172,266.5817536,362.2811892,298.7273049,339.5434787,598.0681184,303.6943266,190.9041895,352.8935947,223.2931891,273.4323615,764.2291877,410.4493767,432.2409481,407.7684052,263.2358854,751.8926381,414.7187322,761.475607,639.5743025,273.7185915,350.20521,287.2269239
Cenps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.54342725,0,0,0,0,0,0,0,40.44259436,0,97.99780467,0,0,0,0,0,100.9819441,87.26311538,0,0,95.01209352,58.32911329,54.47978903,153.702227,150.349145,75.47098458,197.0405571,135.172682,113.5103172,138.0548558,0,0,0,68.1745124
Cenpt,0,0,0,0,186.1301247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1669288,0,0,0,0,0,0,0,0,0,164.2492396,0,65.49921193,0,23.08151416,107.581514,62.56760248,122.444424,184.3644447,160.1277147,171.9758119,109.6521355,242.9297733,0,0,0,195.9432822,106.2900415,142.9096582,226.2029595,0,71.93187037,72.71393359
Cic,166.5600672,194.3931214,173.7204006,144.8789439,147.4505053,154.6532982,238.1811411,205.7357339,191.0741421,240.8630599,219.3601549,321.9718891,258.5328276,220.1942889,277.1108063,238.9827352,176.6301396,204.498285,200.0933759,179.183653,202.9855766,91.81950824,67.71128847,67.95060262,141.1322853,100.4169354,160.3359398,264.5926589,280.9556979,293.4875942,216.9539102,181.5401063,220.0657302,164.1908364,170.8346793,127.935895,160.2918116,161.5052699,188.0081967,107.8078048,105.1244139,106.9190372,112.873,64.48718891,65.50233441,118.9558565,108.5984106,124.3565186,278.5103786,227.6376763,234.5973825,148.3212827,152.8767404,166.6422987,114.9442026,152.6285632,116.3828457,144.3087347,180.8308546,201.3692295,318.9741956,505.900739,450.3655208,122.9275166,156.2856018,160.5437714
Clock,73.84461054,103.3245438,177.3319907,122.9449314,144.3838549,146.4459276,191.5899503,133.3261053,141.3067317,154.1011167,170.6631466,171.248356,72.71970766,35.12880136,64.25994401,83.7411596,95.59861508,61.06952223,47.18749918,76.32759299,86.12413384,40.33868067,47.12968094,66.44020299,125.9829428,84.87708332,89.07260354,201.8107845,197.4824292,184.4365893,127.2111119,128.1137434,178.8640225,64.2812393,78.9909293,107.5151382,165.7947017,120.412254,148.7576537,0,0,0,0,0,0,0,0,0,34.57782969,44.61190344,50.27463127,0,0,0,0,0,0,52.27583691,53.77836504,49.72588916,128.6362644,278.1172925,229.3946896,33.66769161,41.96687818,51.48329134
Cnbp,1895.42312,1923.020972,1405.125937,2603.913056,2623.191442,1280.851659,6350.65918,5303.331519,5047.961808,9232.090965,9793.122269,10037.70305,3779.469799,3023.263329,3837.942625,1932.88931,1288.472133,1684.179447,3237.947876,2728.121495,3249.169692,695.0379162,412.4787373,334.523821,2874.678454,2238.733237,2286.023837,3178.342958,3222.819209,3163.553235,3259.667403,3399.667089,3677.717228,1708.058894,1339.833175,1167.431741,3247.103452,3842.887202,3831.965037,4863.965315,4111.499346,4419.873874,2428.564377,2217.428651,1219.853612,3812.030931,3595.904026,3516.86431,9403.530726,8512.761865,8246.330247,5096.162644,4266.212838,4318.63612,863.0106828,814.1825073,726.9381734,5448.558241,5937.532917,6338.033414,4109.964983,6030.026624,5054.101458,2734.583325,3133.52671,3340.355353
Creb1,653.2844743,698.8263496,1098.249176,1004.861895,1100.863204,1066.534682,1472.876788,1073.409272,1155.873976,1166.902852,1120.476765,1058.951941,1811.410353,1606.020406,1683.426501,1962.604053,1320.953822,1600.051762,2501.787718,2050.434522,1833.752366,907.446293,691.2427627,743.8857932,1650.622869,1075.329681,1276.727336,1872.83901,2007.137882,1929.72591,1170.645833,1327.262805,805.8637171,691.2046917,730.1646528,612.9721733,1259.330573,1103.07708,1091.320651,1627.197135,1661.559231,1465.663616,1248.855123,1148.143819,557.2575421,1890.361461,1466.490359,1770.638287,2390.691273,1606.923186,1743.230347,1062.701403,1203.387844,1021.327733,1284.895829,72.41371652,1269.107066,1375.052451,1656.106937,507.0521653,1245.699195,1030.186676,388.8442591,1302.644951,2053.590392,1786.021084
Creb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.42077969,0,0,0,0,0,0,0,0,92.05839059,0,0,0,0,0,0,119.4034648,0,0,0,0,94.34437263,159.155242,0,0,0,0,0,0,0,0,0,0,83.79050715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9261821
Creb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6083215,154.7608302,0,0,0,0,196.7488354,96.45781207,0,0,0,0,0,0,0,0,185.8815099,150.3514251,0,192.9413244,0,0,140.3086855,57.94961816,0,0,0,0,0,0,0,0,0,0,0,0,129.6720302,279.9645173,268.5339431,0,0,0,0,0,0,356.456359,748.7298939,546.9326846,220.6089922,299.84013,336.4194166
Crebl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.46500698,90.11032796,81.13127072,0,0,0,0,138.1885584,0,0,0,0,0,0,0,0,154.5856393,0,77.28810503,65.55674248,0,132.153696,56.26035984,0,0,0,0,0,0,0,0,0,179.4130349,0,0,0,0,0,0,123.5305204,0,0,0,0,0
Crebrf,3799.680716,2959.045592,3139.894487,2375.467335,2549.115681,2209.737911,3841.864982,2747.167939,3928.696698,3759.391355,2688.506862,4525.506862,8336.135048,5596.128041,6163.983872,3816.693573,3127.320042,4701.598456,977.9604215,544.2659003,3921.009095,2157.106342,1059.111826,815.1718732,3162.435381,2430.006272,2501.810678,3421.977832,4555.121737,1736.868851,2087.310809,2426.878578,2755.950373,1694.06411,828.2671598,2046.113098,2969.781035,2625.26295,1131.358533,2587.529829,2985.189455,3223.785954,3128.64452,1849.998406,1612.248197,2785.21947,3188.19226,4328.01582,3754.31702,3102.97458,2420.402368,5167.879443,1538.710905,1662.268553,876.3010812,0,171.4561641,1327.332728,0,0,908.233547,1159.220374,3050.922512,699.2831219,803.0799254,1235.371687
Crebzf,1401.297392,0,1019.733182,8222.116874,6521.682326,6057.774765,3492.029639,3456.482776,3006.261194,5249.038272,2394.116237,0,571.0934252,481.8772102,655.011946,393.7863202,507.9597872,494.8558421,1497.843264,1042.478197,975.9613625,0,133.5504411,114.2464242,580.74795,1250.055998,1386.026895,1547.772909,1432.211135,1452.165529,1196.766066,956.4847066,1252.005645,362.1640827,188.8059871,1128.459825,423.9644735,1186.107573,720.9130546,1162.670971,1248.954085,1581.057332,1006.529203,626.7485611,744.3181459,1648.422351,1061.18708,1399.366331,2421.499874,2344.61694,0,2874.20565,2124.985564,2236.990984,1200.806917,2113.72015,1603.188685,2378.935805,2645.270014,2001.181757,2483.528957,4100.810099,3765.810467,1207.010291,2023.970372,2069.147481
Crem,0,92.04361464,0,58.0987526,0,0,147.6641924,103.3499894,0,139.7709743,123.948259,0,0,80.48832154,49.32245448,0,0,0,0,0,0,34.85269855,0,69.55449237,133.2776146,110.5246271,0,0,0,105.8490076,133.3403618,163.681642,117.2221994,0,86.50101949,0,119.3382689,118.434572,92.68704505,0,0,31.73339684,50.01224133,37.77087912,16.34342518,0,28.27159634,23.07099948,0,0,0,0,0,0,86.32553217,72.76831108,0,0,26.32565761,0,0,0,0,0,0,0
Csde1,808.5401938,951.7402047,1562.412778,644.0252168,617.9355014,650.6257638,1667.144047,1472.338282,1381.518074,2075.547036,1895.098917,1745.374813,876.4107221,822.3082363,926.0665328,908.6647384,646.0498489,777.9810825,764.3267287,634.9647736,642.0955455,256.0331873,219.3925522,229.871454,856.1463503,770.6218344,802.8909328,1225.787357,1248.297495,1160.039737,1133.837118,1058.50995,1276.284409,469.6858909,458.2646957,376.2103342,903.5149801,1193.461825,1227.068442,391.1167265,362.5081709,391.6396022,247.2258771,190.6874791,158.2573899,445.7193116,417.4302809,390.2602826,1352.221216,1051.755755,1148.82137,950.444853,903.2417138,865.5019563,442.531436,443.5991939,426.6015242,1194.913888,1488.56584,1461.741987,2045.285504,3517.902077,2947.906256,665.152651,1083.289782,947.2788313
Ctcf,640.5889371,677.1523208,774.6949243,879.0064735,822.2153314,751.6113856,1228.722722,1042.14771,1201.137007,917.4940393,918.7150578,974.8707008,852.9620624,798.5437276,729.9974509,811.456415,640.1658742,696.4620831,735.7997351,523.37929,664.4577838,1011.904278,833.7082121,771.4512645,641.2310205,403.2893024,518.1496225,941.3629712,830.7970301,753.5497539,561.925686,761.2650465,662.9601803,391.8622042,574.4326638,583.4221506,828.1293433,481.9044747,526.2557404,1067.606285,1180.031256,1145.537408,1121.432217,1081.840034,706.053208,749.6603147,796.8661179,771.9276598,1287.01805,1275.04049,1219.261766,1071.97297,783.9700302,754.6127743,874.0869438,1064.407934,882.8343142,1020.846269,1369.202268,1232.138905,744.712759,1309.804457,989.3841172,560.4447312,584.2804471,736.1109872
Cux1,996.7171927,1245.405628,1766.759347,1004.672539,1087.146358,1052.255612,982.7238088,804.184137,739.5841068,1118.684942,1158.630268,1135.787801,487.526344,505.6294944,533.6924585,502.3067891,417.9748323,394.653981,544.3858502,401.3047185,407.4492946,257.6671739,230.6797239,247.6054066,740.1336296,563.7183741,590.8863694,833.0255716,842.7835093,774.9928392,784.4536379,708.8774578,766.0991633,476.0874937,721.4066114,512.74525,1133.532789,1045.739469,1033.476882,95.64215939,119.4676438,99.5679375,300.9985231,169.27772,138.9831938,224.906877,206.4320238,176.8576317,641.0578185,498.838966,539.0299856,519.1976274,496.301203,606.2098094,294.1628629,238.7388304,205.2886718,524.092265,637.4512727,558.8935224,529.4800228,923.4475815,808.534616,414.6125889,506.725689,452.826884
Dach1,114.526362,252.0491156,0,0,0,0,341.001593,231.9864752,188.6877886,0,0,893.0898241,228.3673845,362.7874538,830.7171348,745.8413117,485.9248503,631.821041,206.8414245,229.2564065,283.064443,204.6249339,236.2617444,181.5357322,0,193.547798,236.3245665,265.5353709,352.3820792,291.8685443,0,0,193.3874313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.5395891,0,0,0,243.7410396,359.278838,244.7059692,0,0,0,0,0,0,0,0,0
Deaf1,0,0,0,0,0,312.0946924,40.82646092,0,0,0,431.171236,0,0,296.6465717,0,0,0,0,0,0,213.9949663,0,47.52671411,100.0228624,125.8390784,0,128.1458577,215.1764485,0,0,0,0,0,0,0,0,0,0,0,229.3898825,0,0,0,140.2466053,0,0,178.208518,0,0,0,0,0,0,0,0,0,0,0,0,141.0090474,0,0,0,0,0,0
Dnajc1,310.0104979,300.3295592,298.3440059,376.6691152,325.5161676,386.5057374,905.5769358,796.8289349,823.6573394,1623.571932,1459.14942,1412.170721,216.8543582,211.1962291,222.8588288,241.9689603,208.0524429,234.3860718,230.0806172,156.3675761,183.156691,161.8618058,148.4856936,115.1798862,557.7864489,442.5245995,495.8907675,789.0324425,842.2606506,696.0939519,878.9429402,677.7691753,843.7980723,658.1392587,735.3300487,477.5986764,987.1419415,835.3469418,811.762886,154.0272563,184.7105625,162.8814352,95.82200797,68.7680448,46.45563524,312.8560983,229.4889055,319.30832,299.5742417,257.2436704,306.8609441,260.8314385,237.4072087,280.0544188,160.3869728,151.8128484,170.4743791,188.6176653,229.6957796,176.0869738,463.593909,599.0027164,518.6073656,217.180661,281.2070229,239.4799236
Dnajc2,81.64923835,81.13254457,125.1186399,109.5723008,63.24696754,106.2435804,485.1823609,395.8581273,401.8139917,440.4064985,492.7819677,389.419001,121.0243553,144.3823328,145.3796301,87.24677434,66.64823839,73.29279211,116.7247098,120.3046526,97.42368819,38.58379422,36.33214707,43.69536251,108.761817,104.5965292,93.2126595,140.9452458,160.7871483,148.3488463,163.0374479,140.2469651,168.272934,103.6205222,0,26.19376833,112.0929574,158.2920073,144.5159011,265.3337161,243.5787364,231.6729183,200.7618453,154.2719538,104.5782573,170.4476803,144.1632009,188.3872733,605.5383551,425.4161692,474.7768826,418.0407655,371.4055352,335.5003927,283.7457026,172.5996754,205.5269978,444.6375716,716.2026881,723.0305737,631.0095417,1057.707227,855.0662915,230.3217271,253.1782201,277.1927923
E2f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0931881,0,0,0,0,0,0,19.85681807,49.50126295,153.7005958,141.7277527,139.5450157,94.34457879,81.73762841,76.88858603,0,0,0,0,0,0,0,0,0,0,0,43.73296509,0,0,0,50.41242548,101.206388,65.19416223,0,97.12801237,113.3754522,214.9903881,152.8932543,112.0183221,110.3425813,58.04882635,38.18062712,0,61.58948086,0,47.438242,131.5631662,0
E2f4,270.6252547,244.0841157,260.2488495,72.21018144,134.7720116,147.6822399,575.8328307,326.4488708,248.4536725,289.3102012,124.0334764,241.7913992,306.0746228,257.1092154,348.2396549,219.2848565,193.3484758,192.0904805,241.3619555,222.6370412,225.2004975,140.5335669,98.1498286,101.9527775,174.6806257,135.6835595,161.3232459,262.8540658,254.012649,245.3754485,326.5943788,284.888331,276.4737288,0,0,128.7437072,259.181647,300.0559743,317.8703913,237.9404169,237.1443589,258.1309307,155.3328816,134.1445132,128.7876233,204.9219396,159.5167832,222.8791534,285.7480917,327.2928968,310.048976,258.1904743,239.1020018,221.1956661,156.0513511,200.3413035,191.6346354,240.0203352,323.3735051,227.405828,283.9310923,271.8122291,273.4712186,170.4499719,238.5739552,178.2465477
E2f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.11927147,92.84437655,101.3905766,26.16252685,26.83490595,47.09995746,0,0,0,0,0,0,0,0,0,0,0,0
E4f1,0,0,0,0,0,0,0,0,211.4083336,0,0,0,0,0,0,0,8.094789896,0,0,0,0,38.16597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00934215,0,35.6888197,29.89003606,0,0,0,0,0,0,0,0,0,0,0,0,0,30.35759792,46.85097959,21.04879812,0,0,0,0,29.25658551,47.48720198
Ebf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.1031595,0,0,0,0,0,150.6349108,24.71751007,0,0,95.37280904,0,0,0,0,0,0,0,324.3714916,268.9151466,271.2609529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebf2,0,0,0,65.15776814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.28217199,80.40953922,90.38839806,476.3244821,191.3598539,246.0893919,91.90156065,43.1506919,0,539.7061844,397.368632,472.6720102,213.7057626,362.6005715,159.2039187,0,224.3096332,75.20056046,0,0,0,438.166576,192.6427148,317.8574508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3216772,209.2992701,384.8948589,0,0,0
Egr1,0,0,0,32.65474112,0,0,192.6312754,167.6218497,146.5251583,95.92266808,200.9833901,323.7047365,0,0,0,0,0,0,82.96775626,103.7909462,101.7418647,94.7751782,75.42892856,68.81614734,220.90498,186.7209014,168.233191,303.5952781,333.8082029,391.4655979,269.0332014,364.6484907,365.5108681,44.65013306,96.02031651,91.09694634,164.4549807,172.4274254,157.6094629,0,166.503113,0,157.9843665,88.5322125,0,0,0,0,203.1252856,226.4828952,266.3509026,251.4815205,245.4120509,300.7853942,71.45798662,73.70351145,68.10348555,86.97981487,147.5332982,0,328.6239419,341.6605566,330.773039,302.2544092,351.3153842,336.9751669
