,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Foxp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.0514649,0,955.3614026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxp4,0,0,0,24.5315605,19.85297924,27.14799001,142.4048769,178.3799415,149.8414605,194.8363354,113.0424297,124.8605482,0,0,0,0,0,0,0,0,0,0,0,0,29.36166257,0,0,60.94713608,72.80894715,29.9794824,0,38.51168089,34.58934731,0,0,0,88.63638962,48.77231973,39.65808601,0,0,0,15.73371105,14.45364126,5.893971449,38.24309651,0,33.72979802,0,0,0,0,0,0,0,0,0,0,24.51346813,0,0,0,0,0,0,0
Gabpa,394.4528971,553.0897139,438.4899849,505.5561823,524.5410424,464.7540969,1125.412493,972.4311623,987.3822589,721.6184452,592.7995936,736.326061,1155.543442,1071.133199,1243.255212,1078.031669,806.5838536,924.3669285,1078.57752,983.9859869,941.8996463,384.9411433,325.5560695,326.1929046,752.4456829,516.5709424,562.3303756,808.4628965,927.8158046,800.5156649,819.5004159,704.3693585,780.2737336,287.8798316,243.569614,203.7981642,543.9059465,783.8623694,761.8947741,993.69763,1018.175272,962.0091928,799.2097528,744.6701855,624.486608,848.5113427,843.6658303,880.7436647,1164.493317,1087.945752,1081.842404,973.7060565,1003.525878,996.2200455,717.1098665,1253.275876,834.2611404,1028.847806,1436.87585,876.3163057,833.6853029,1429.379957,1270.825699,861.9323745,1026.386861,875.6721965
Gabpb1,297.2539189,220.5820999,312.2725492,235.3236336,292.0488732,288.871641,554.5352123,573.2423673,488.0525292,415.4185592,339.3330301,456.6495908,686.411539,876.0073255,742.506578,522.6930979,454.7598713,564.5415008,333.4295559,552.9308365,465.1455265,215.1988168,169.756428,198.1941886,158.8772748,161.9017364,115.0249634,307.7570631,256.4921773,234.7878737,238.6593011,253.4167731,252.6520015,0,0,0,231.095093,114.0835887,222.6447807,431.7636618,425.2300664,309.4699465,348.0941187,353.3212214,304.9250569,424.5455255,335.9799151,428.1909635,571.3914615,407.7415589,494.6388899,390.5296291,425.3631927,403.8070621,426.2703154,382.590885,490.7474486,456.3097068,566.7308382,440.1733773,351.726119,509.0930427,309.7933909,253.3725996,296.2402573,290.5322003
Gabpb2,76.49493684,98.20642482,161.0445585,146.3238728,166.578526,0,209.8713682,199.1579622,222.3017731,230.284953,295.7683646,231.8956006,116.7912016,118.8011642,180.1718729,131.2325452,125.3078116,165.0301578,149.0895894,120.3283317,119.8193847,53.12402254,38.30980075,36.81597848,164.7416112,102.88944,106.026778,225.5310176,238.3043559,228.6445901,256.3184725,191.116471,201.7785381,138.6359005,0,53.53745061,173.1162045,191.6350316,231.1826501,304.9781686,299.5808618,255.5780832,250.9023994,195.1139977,158.854334,276.9035595,234.0291252,242.9579119,567.1786888,452.1291652,459.7077432,234.9635286,179.3760145,271.1953138,196.4716525,189.5708716,137.5632794,419.8600898,575.6054627,408.9983783,278.7712433,408.1217881,415.4748694,216.5323945,209.2651626,216.2081595
Gata2,0,0,0,0,0,0,0,0,0,0,0,0,231.6099656,220.9980525,303.8101157,161.6993986,0,157.4472003,275.1768612,116.6665652,185.9085893,122.5440026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gata3,0,0,0,0,0,0,0,0,0,0,0,0,66.75088088,45.44438773,82.23903934,0,0,0,83.94974311,109.8928082,107.7395657,14.97111633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66192998,87.9473436,107.1793026,0,0,0,84.98544981,33.08338646,77.96902241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gata6,228.0895571,276.9604594,629.7061677,349.9068668,135.4357216,540.6165762,159.1161741,91.69289866,409.2243177,0,102.9098317,356.8820936,0,0,0,0,0,0,85.50650737,49.61458152,150.17798,0,86.08179291,0,282.1190636,0,241.1049336,99.43181914,119.6153258,136.7191331,636.6421201,327.8671066,341.556076,386.7057804,292.7864039,178.8453591,243.3976417,734.7821693,469.1129192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gatad1,50.81537348,0,67.14575413,0,0,81.25869709,135.9190231,127.9542816,125.0265292,152.6458083,302.0277401,135.1368895,87.23969991,81.05260372,91.6031837,84.43624552,60.07012822,76.0117854,102.9912708,50.20794408,59.47623666,56.06653029,70.05693875,47.46653485,0,47.0406808,107.9086107,96.63005479,90.04433528,80.09451957,26.87665384,61.1083422,50.95635042,0,0,0,104.2886417,31.9373471,0,41.98929932,59.59562774,35.59877095,63.90886662,38.88015261,22.02172844,42.66876722,71.82793289,63.17634362,102.895764,74.36301664,78.15922453,54.97685254,68.41311664,91.27316416,39.55460158,27.56297821,55.25270313,68.77324387,81.68730316,99.04553099,73.08007395,97.14326211,83.15327849,39.28511067,37.63687114,27.97030992
Gatad2b,569.3899586,647.9179783,1190.888053,512.3891626,489.9687678,568.761554,1183.890358,1027.702441,1018.757065,1252.107927,1319.851003,1090.535749,698.4256566,686.099604,779.7175056,773.8502701,537.8609739,644.9810164,832.3328513,719.2026834,747.3295522,479.7345301,383.9761903,307.2128045,916.6142518,561.8156553,670.9408443,1861.319551,1888.373958,1701.564822,1137.54197,1035.609135,1334.551305,837.6619719,905.1179144,737.5711159,1285.72755,970.9738642,992.7470676,857.2931756,878.679488,781.2002605,730.5334194,582.260029,442.9152124,573.8182914,556.1543575,548.1679134,1529.851068,1201.753672,1315.340122,1075.309089,1011.102617,967.3372669,597.6433735,612.2340792,508.8056648,1286.620813,1543.660589,1348.94148,1104.034254,1753.555458,1472.479038,731.7971848,873.62284,816.7954372
Gcfc2,157.7146266,0,114.0129631,58.75386501,0,0,158.6157194,222.0831717,146.7251411,185.856067,135.438778,192.9036524,129.8724022,102.5301399,120.4645673,106.0141841,68.65937889,106.4145901,71.87016268,63.57323401,55.82985517,52.63254674,47.78165174,47.06301067,68.09706532,0,47.6888452,104.8344214,87.11511416,73.21082718,89.88350225,80.14997244,90.81769494,0,122.7391067,0,102.9216523,97.40768358,88.64286051,56.54720041,62.80729693,58.87188081,77.42715054,40.23692236,40.83090495,74.55051275,55.13865433,41.60319888,158.6186417,134.6982861,146.2699926,87.18301088,83.57306449,83.78713305,87.78742026,113.9467846,75.53480865,126.6927726,122.6348336,147.3389597,178.8611359,235.1020927,249.1635679,77.35996192,84.7211352,87.60615579
Gli2,0,0,0,0,0,0,0,0,1175.518617,0,0,0,0,0,0,254.1796447,741.6601172,0,0,0,0,0,0,0,122.4169594,0,0,761.1003859,591.6224949,1344.283737,1317.662068,75.92783948,138.5763001,0,0,0,89.60482234,1268.194583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glmp,432.9170391,641.9682003,701.9004582,1615.266895,1352.047422,1593.003635,576.2444709,275.6367425,515.4753394,674.1755071,612.110952,545.0087181,478.9057386,435.8312155,398.6073039,363.1665623,267.3915564,477.7470363,690.4110638,760.3342762,592.1283011,435.7879478,351.8188384,407.1576754,625.4793604,732.1819874,814.0716161,847.2757948,951.6953072,725.0439393,631.9784581,908.7437413,998.8375155,266.3188882,221.0484309,164.8920523,993.3727044,691.156571,692.7686855,125.4935991,172.5062087,108.1159974,369.9700539,301.0923013,126.0875285,293.3723523,242.3693135,262.1933112,1532.178337,1349.60318,957.0725887,423.8578694,571.5294094,474.9933046,745.3089966,301.3814822,211.9635835,1101.656054,1195.071314,1642.465952,3706.733241,6176.981062,4529.810578,1064.889816,1174.542191,884.6672842
Gmeb1,0,407.9608934,0,318.3132877,249.8377572,0,560.6966437,663.5097843,566.759588,0,0,737.7868815,534.8197995,600.2402707,627.2238312,304.1795997,279.5987911,402.5449764,406.5392681,568.7128769,399.6488677,134.8351114,139.2085959,180.7445811,208.0571789,236.1935452,174.5541605,407.6957385,315.6870129,272.2253415,359.555891,249.0404272,279.327181,0,0,0,249.4814577,392.6781865,288.3542683,603.8026374,581.3398844,556.8854248,508.8549537,390.5634941,386.741534,474.3073456,458.6046193,409.219296,655.4096118,450.5709598,544.0985522,523.4628042,473.2992106,487.1771214,389.1749361,598.4014706,486.8297765,515.4348656,608.4719858,553.4398176,503.4338742,779.733053,690.4935854,377.7229327,471.9604619,433.9237169
Gmeb2,197.3317789,213.9088821,209.7312155,210.6507208,148.5930764,170.8101589,544.8408597,444.7261446,451.6507957,606.1115646,648.797013,269.2035027,562.5089272,494.4955946,594.3440088,436.039683,321.9808702,449.0542025,406.5448233,375.1202861,348.1186211,149.5555059,110.4053439,119.8559976,150.5576775,174.3607901,195.7747197,333.5197906,311.2156216,243.4803405,241.0131906,209.1136928,267.8246028,185.9976122,164.0841925,77.93392759,138.5891163,216.8263965,143.2524719,483.8862767,567.7804292,511.272421,534.46058,497.2184746,325.412607,441.8007093,408.535201,370.7141768,514.6844003,427.4400588,518.0895855,376.8225792,379.9079753,411.0415127,351.7564476,489.1240706,243.8561909,440.831528,619.8694627,492.4792294,328.6560414,544.3292055,466.9364749,293.9233732,386.903956,295.8150963
Gon4l,51.4671276,0,105.6491183,0,0,0,111.1156268,139.8158196,135.600835,95.90547213,206.2237084,151.6400317,125.4856471,111.6402005,94.07299272,56.48029103,49.90825798,127.4008009,65.10881478,140.6792018,55.96858086,52.29220223,39.69346278,0,87.45496961,0,0,86.23891322,59.61506464,75.3819079,66.67040639,49.31255872,41.84689844,0,0,126.5201729,83.12057824,54.0447543,0,71.12578698,70.25431531,104.4917798,73.42121571,41.61034706,28.93573801,92.22488252,46.22671014,84.18124051,146.9572886,122.0579544,141.7509819,113.7099652,106.441523,106.4891938,39.72317331,36.67422955,0,67.75602041,99.91506079,119.5901203,73.06493266,123.0045224,112.6942963,40.79182909,73.49997623,53.91332638
Gpbp1,0,0,0,0,0,0,83.94486496,68.51662393,43.07613611,127.2583372,64.58084599,71.66674607,0,0,0,0,0,0,0,0,0,0,0,0,42.09760876,60.98379257,0,62.41449785,0,0,0,25.86143017,29.43280368,0,0,0,66.33765478,0,0,12.01018807,33.95623581,28.59422026,46.76795534,23.88478578,0,58.54851438,7.261384133,11.46421386,34.62566629,0,0,41.75818095,0,0,0,0,0,51.02424824,42.57978135,52.25733632,89.76048659,121.4891047,210.1130449,32.66941235,0,37.4860307
Gpbp1l1,0,0,0,0,0,0,92.20834607,35.58834817,29.52598503,49.55923755,142.1237935,26.24080596,70.09473674,0,0,28.47196224,57.54512256,0,0,78.07428164,84.97510005,0,0,0,0,0,0,0,33.66924558,32.53130541,26.13417375,46.35746098,0,0,0,0,0,0,18.21691595,54.64181681,48.64160145,32.98080075,0,30.26682011,0,42.68621019,34.8449545,42.79941432,98.85100406,108.4100993,103.5525192,60.58873753,0,0,31.41690653,90.32310125,43.64743963,104.5498242,105.2455467,118.526993,102.2195579,184.9188982,163.8634035,0,51.66166296,44.93574595
Grhl1,0,0,0,0,0,0,68.04396516,0,0,178.5974134,200.7668005,146.1146284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grhl2,0,95.84570874,96.84529172,125.7798853,258.3710156,89.60977899,267.9076551,188.9150544,170.8474723,459.3397895,266.8298222,299.036632,0,0,0,0,0,121.6422928,232.1649394,223.9942942,153.6538896,0,1495.940143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264.458533,4570.772163,3167.215393,0,0,0,0,0,0,28.75013307,0,0
Gtf2i,757.3252784,861.6108064,1231.337575,665.7192101,661.1753264,760.103642,2805.649195,2507.094304,2352.182036,2267.159274,2653.985419,2116.478992,1039.383133,935.6819565,946.5197813,1115.143392,763.274968,997.1962856,967.2009415,919.2740926,903.3303757,415.1428951,356.5719863,369.3308191,615.2544528,894.6973233,895.826851,1277.621543,1232.901436,1183.816224,753.6266065,798.2957738,937.1116467,505.7202798,482.8483454,339.7690058,717.7948476,737.1499559,758.9701421,695.5780531,684.3496648,665.5213521,235.4637012,134.5685662,156.4432711,333.668989,307.8742125,323.3268392,698.4251366,539.6189418,573.2743716,468.2205604,512.9679139,500.8176104,162.7310475,341.142335,128.0742433,614.6938526,769.6903625,630.3660116,552.8394,921.8194916,674.2198215,390.553373,515.8747332,480.7116931
Gtf2ird1,0,0,0,0,0,0,261.7623899,124.7218359,183.7562772,0,0,0,0,0,0,220.7647923,0,206.1604289,227.4824362,0,142.4799567,0,0,0,0,0,0,0,0,0,0,0,0,127.6744877,123.1482748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbp1,0,0,133.5196647,0,0,0,0,0,73.70003441,0,0,33.09534683,65.71190584,0,0,0,0,0,159.7227436,0,41.65564504,156.186137,13.16662453,133.2101953,0,0,0,0,0,0,0,0,46.75569012,0,0,0,0,0,0,44.79362029,79.28887263,33.00002219,0,10.42427339,0,0,26.18899237,34.17209732,0,0,0,0,0,0,98.91192783,144.6033445,45.68488987,32.32084092,35.02105215,46.32424624,0,0,61.5953418,0,0,0
Hes1,0,0,100.2515092,0,0,0,195.8193169,127.8885863,91.31733836,172.288288,195.6777756,211.7154702,47.56202002,42.10805788,0,78.54230729,47.40911847,82.25376003,82.59193386,68.26222565,72.54744706,64.77491737,40.4090523,46.23779013,75.94222877,0,0,63.40787614,72.11048606,93.27144118,0,0,52.08856918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey1,0,960.7421584,0,0,0,0,0,0,0,0,0,0,38.23557942,49.81866088,106.1840713,0,0,0,0,0,0,15.3242953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hhex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.2675612,104.5566339,0,0,0,0,0,0,0,314.7686081,0,0,0,0,0,0,0,0,0,0,0,0,0,196.8859387
Hic1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.75969801,0,0,125.6142306,151.5175426,118.2322917,275.3126034,226.0505784,232.001108,1007.832425,1007.071761,917.7448539,423.7071749,612.5422818,735.5953168,107.1922766,54.51617426,0,0,166.2309625,277.3297753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hic2,0,154.2205143,0,344.0691521,348.1592049,446.3780935,276.4921258,280.6173901,264.9004955,1240.108125,1053.470077,883.0808709,0,0,0,0,0,0,0,0,0,0,0,0,136.1689133,0,0,0,0,0,0,0,0,0,0,0,246.4568821,0,157.8039091,100.2121927,124.9475736,0,470.6915891,394.71771,147.8586269,314.8478876,331.1946925,250.85348,3448.690457,2788.500222,2799.262593,1491.557467,1313.95974,1265.561003,367.3829933,267.340455,306.1599976,1612.717646,2087.500956,1684.215367,997.9172269,1164.412877,646.0649091,717.5811079,1160.341891,1082.302253
Hivep1,0,0,0,101.9950662,219.5464808,110.9539651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hivep2,0,0,0,0,0,0,154.8395063,160.0696686,87.379631,0,0,0,0,0,0,0,0,0,0,0,0,51.78576938,0,0,0,0,79.89029667,0,0,0,0,0,91.58738552,0,0,0,0,0,0,80.70958371,105.2555517,41.90466733,43.02217212,68.97907139,33.45254512,62.44755797,220.3054008,48.52807553,80.59316167,0,0,22.35912536,0,110.9004779,0,0,0,0,0,0,0,0,0,162.4662837,0,0
Hlx,0,0,0,0,0,0,0,0,0,0,0,0,95.35044834,82.92907084,0,239.1947328,88.15833512,161.7035281,0,0,0,0,0,0,0,0,0,294.3004027,0,237.5618151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.6980986,0,0,0,0,0,0,0,0,0,73.5218376,0,0,0,0,0,121.867158,0,203.8054596
Hmbox1,212.5369974,276.6729697,274.6928377,101.7369139,111.4416883,101.0481534,216.0481675,195.7974428,193.6830695,238.8949025,193.157286,202.3743168,962.5942524,887.1571704,944.9611647,1608.552758,1218.407167,1322.856342,449.7346236,390.0736528,371.1197986,154.2367777,194.0559747,180.9212658,384.1993477,323.8666969,354.4883141,229.6587997,236.8738712,172.6754198,175.1247147,198.4747401,225.9087298,149.8135228,108.215174,35.89107034,288.7731369,227.468952,201.4179859,43.36006475,37.56569072,31.02435595,38.82056512,27.16696915,23.67675972,37.29150043,46.10146884,24.38408718,143.3464132,143.0630947,127.0824069,41.63152547,69.52961078,67.85665426,87.39054774,23.48703446,20.85038605,141.5339876,153.3826822,147.4263551,131.1632449,203.616397,152.7480963,85.80362731,91.60008807,87.56420374
Hmg20a,223.5573679,266.5507496,360.9266599,303.8575792,359.6731723,325.6093268,673.0165553,573.8339463,529.0786508,683.986865,764.6152013,847.2667703,260.9722228,220.6596187,270.4300271,217.9507197,152.4403275,196.2201705,261.6896522,215.392566,180.6445799,203.2348383,131.7252439,140.0632593,251.6860794,224.6472646,221.7608685,361.0243955,388.2478463,329.6238584,232.2229181,234.0108093,252.1261592,176.0004361,106.5965215,98.27163526,301.1344109,280.9889691,229.1661961,265.126018,218.0431768,244.4739471,180.1630068,140.3725173,97.07905843,180.5174905,186.8681893,204.6094659,306.9574472,247.1724964,249.2531579,230.5373894,222.3041956,217.1394886,151.012346,203.442185,283.5039762,183.4603785,260.7828287,184.0063995,277.7644485,517.3017375,402.7646197,186.9326466,279.6706709,232.5259484
Hmg20b,0,61.9912715,237.7548398,0,0,0,360.6349872,254.1243037,210.0431507,145.5834945,184.7293312,56.24595972,64.39659913,188.1816693,121.0725081,25.02273329,87.63384841,81.90892866,65.62057365,106.8039238,90.08297836,93.17870126,80.71805279,61.99297362,131.5587774,85.4183857,109.8751819,191.4599828,235.3831928,205.2711281,94.20334542,127.2527936,183.2612231,0,91.90947922,89.32210622,84.49161342,85.96657253,126.4488904,54.6336708,104.0662855,0,69.77515471,40.41859082,34.37505449,0,82.83383604,0,162.6642659,134.6001144,99.91714434,95.62870356,82.29370218,54.88282536,80.80914045,121.5219451,93.60234529,140.1144471,126.6208469,123.9150674,229.92645,204.1426225,124.7055363,70.41134818,65.62717105,87.20815752
Hmga1,4116.238944,4703.651823,2907.913359,6276.401855,6378.728149,5578.401475,8691.440286,6812.016224,7212.720485,7212.538968,6257.251735,3739.772865,1435.29231,1732.593575,2296.467416,1986.331235,897.1391436,1505.580488,1798.431191,1750.289216,1741.298517,2051.864868,2012.206908,1192.222685,1375.244662,2043.78017,1914.541901,2059.817464,2597.938159,2126.372758,2238.896981,1912.984978,2358.775419,751.5914324,632.6763239,790.5029169,1415.556794,2226.067976,1940.963134,3116.028363,4049.730275,4524.476803,7561.190459,8065.071349,4041.956991,4015.663219,2129.528403,3417.613022,2296.025641,1564.179685,2027.693665,2840.054403,2512.762353,2544.828144,1025.371675,2175.946704,1364.255853,1417.7771,3279.58912,1661.220254,8318.917666,7185.756555,4638.147263,3278.510033,8314.416834,7405.88176
Hmga2,195.8336003,283.9950478,528.0417634,101.8011826,133.4231812,0,233.1269971,297.944587,210.458177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.47120714,0,0,0,47.32365015,47.12730913,0,0,0,0,48.00791974,0,0,0,0,0,0,0,0,0,17.56128029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb1,12167.58519,15109.70949,13306.12033,14070.93277,13386.86327,12215.45289,54468.22909,53243.90404,48197.76461,36469.85804,38287.66115,39613.66838,39747.44489,37620.33566,44657.56542,33192.61919,22401.73368,27361.40736,37847.39141,31819.57682,31854.32177,8461.775172,7654.881763,7604.97034,22363.7535,15606.32212,17062.98314,32869.19538,33627.60358,33276.23505,27287.72667,22043.0479,23328.38914,7631.811752,5054.874847,7117.763393,16110.14009,17343.11276,17926.86145,24234.22172,21923.09603,24230.08982,18377.11605,20747.4012,12527.15376,23411.12152,22100.81645,20687.88159,22977.36778,17261.50402,18657.57002,19125.82922,16017.1836,16756.73663,19562.64404,26232.04795,18848.63426,22988.53223,25927.30428,23160.66573,13529.16691,21998.3469,12259.5473,15383.10321,10790.47062,12137.05642
Hmgb2,6369.05196,8508.028728,6319.970955,7773.717799,7850.118337,7780.819305,26293.65376,25022.08883,21992.11388,15710.9687,18328.8084,16305.65799,18263.08416,15883.24053,16082.18072,10769.64935,7799.900565,9407.235632,21950.22376,18560.52786,18071.20035,3939.451338,3183.380667,3481.608693,6132.32621,5742.453782,6638.853861,8889.403993,9626.371419,8863.566197,4480.276282,4886.835591,5924.301956,2071.623565,1429.651893,1965.418737,3602.265849,4140.590345,4396.951631,40322.89084,37403.23224,39471.54081,25771.08333,30002.15693,19741.2236,41017.31797,51927.35544,49755.19776,59900.48211,48442.73926,53316.41579,32253.79143,27966.22935,28104.04782,105160.8119,77219.51693,99949.45213,77601.3006,84064.96616,77588.20359,20897.37305,23718.90669,21859.41008,22037.41913,16768.19415,17699.99377
Hmgb3,3306.222301,5002.223609,3660.106662,9660.452757,8576.414358,10026.39043,32675.23536,27157.89324,22517.53107,11621.14963,11324.96657,10044.50975,13619.0147,13978.65696,15028.24239,8996.32579,5486.466213,7306.579877,13391.53682,12024.13491,12031.74529,4415.214679,3236.256726,3672.311383,2215.367662,3253.931999,3509.866789,3777.710328,4016.103033,3110.230077,1378.34183,2014.500484,2631.00667,854.3120384,296.2925635,891.6301748,1666.803041,1656.052675,1188.828212,6637.35899,5602.916031,5504.761506,6359.188472,5543.435635,3918.793526,4868.554674,4717.723641,5139.201013,9136.715354,6709.284987,7908.125003,5213.611134,5278.652626,5058.221459,15505.59492,8083.7853,15760.67951,11066.22407,14274.06296,11853.0205,1597.446512,4221.189626,2549.461898,2802.407266,4048.397145,3592.48784
Hnf1b,236.7515239,386.5900735,22.02452117,236.981187,244.771982,147.6932876,91.45736455,44.06086309,68.27930864,150.4515934,141.84983,0,500.050841,639.7818791,754.7484122,1587.73346,1080.976558,876.4475731,497.5150435,372.146551,0,164.6340893,86.58581168,130.4273558,0,0,227.802261,267.4844537,236.1737577,217.960721,0,404.8330509,285.4742779,0,0,0,0,160.9432661,133.2683804,0,0,0,0,0,0,0,0,0,181.6714094,0,0,0,0,0,0,0,0,162.1158607,182.2821113,0,0,315.7510727,0,65.55811263,84.36415824,0
Hopx,18903.14185,21832.68956,25421.84632,961.9307929,796.8852296,849.9897653,4747.022493,3507.833199,4266.879266,3606.690727,3810.674814,2896.375606,5062.716415,6552.003479,7056.185973,5756.418613,4451.823295,4712.54281,2557.321127,60.949568,156.2856301,525.0940467,664.1279122,606.0700608,804.9732134,2207.108163,1983.239293,2632.424913,2955.796467,2407.662491,318.9893843,1214.851377,1385.995619,0,0,526.5977041,975.6018414,905.281637,771.6029539,568.3703331,644.5883008,686.2236944,303.6890846,307.531172,302.6330761,1227.102787,1329.983079,867.0284265,624.8248928,525.1207463,705.129572,649.3873927,417.3085907,646.3420211,123.9338481,616.360514,0,849.0188507,1393.812196,182.7500722,0,640.1421553,316.2325988,285.0623867,511.754125,429.3861165
Hoxa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27318136,0,0,0,0,0,78.20933327,68.03325051,58.26076334,0,51.83947729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa5,0,0,0,0,0,0,207.0666261,177.3374829,387.0865634,0,0,0,309.0661938,257.5232553,461.6020353,218.026992,70.16823096,186.9701153,266.5327015,265.6550389,305.5279224,174.1441225,179.2901264,200.411161,288.1504528,239.6988965,302.635569,511.912601,529.8298896,492.5655281,403.9197971,324.9193475,508.8855241,0,0,0,284.2841717,297.4935091,269.6949704,0,0,0,0,0,0,0,0,0,0,0,0,1442.320008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsf1,103.5570144,114.5624717,149.11524,0,0,0,237.8079206,287.1727997,359.8405731,0,311.2189337,0,139.2845833,160.673129,0,184.9981785,74.16881993,91.07222886,206.9914158,69.67900109,118.7317296,62.7702039,70.19343811,39.32924648,0,0,0,153.8858731,129.9971771,152.7731519,0,97.79784914,126.2435148,0,0,0,121.446409,146.6352011,158.0940309,137.9955418,186.2854714,177.7402594,150.9537807,111.9086466,63.62195361,123.8207985,63.97132123,95.83424521,245.5341345,186.0133153,202.17073,166.3964796,113.5528598,114.1412422,0,0,0,54.33786702,79.37603474,50.03563236,47.91033347,100.0161396,100.3101123,88.98916297,141.689591,137.8595975
Id1,0,0,0,0,0,0,0,0,0,0,0,0,89.53242497,164.3557721,252.8393955,47.7523936,119.1504657,56.17706004,73.61978229,80.72545553,68.10351177,0,10.81234859,22.33908006,0,0,0,0,0,0,53.73377853,0,0,0,0,0,0,79.48719832,43.26262033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id3,0,0,0,0,0,0,0,0,0,0,0,0,0,43.00492731,0,124.6326468,130.8861303,0,234.002276,0,177.2744556,0,0,0,177.6540498,91.46788688,0,225.1500302,181.7863679,193.0413116,160.081292,131.2090539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikzf1,788.3660385,1073.183268,0,0,0,0,638.6925435,417.1800069,601.2204016,668.448909,1962.949601,1524.409625,0,0,0,0,253.2806576,0,0,0,0,0,0,61.85996192,367.5862399,0,125.477961,0,90.69384745,123.2631394,0,86.09031633,0,0,0,0,0,74.26428792,94.13690037,4826.577967,4855.891657,5611.01878,3180.133924,3222.423969,2436.385197,3718.999271,3973.040376,3791.775376,3394.473949,2658.06627,2414.691333,2363.843254,2388.285344,2539.082681,1931.139674,2112.61727,1831.069741,2677.419003,3403.401908,3360.329278,1436.478444,2307.47212,1867.379519,1155.781754,1471.109456,1277.458195
